merchant_name,expense,category,mcc,amount,date
Tobu Aquarium,Entertainment,Theaters,,69.82,2023-03-24
Office Depot,MISC,Variety Stores,6667,0,2023-03-10
Tobu Zoo,Entertainment,Carnival,7996,71.59,2023-04-10
Seven Eleven,Groceries,Convenience Stores,,105.83,2023-04-20
Main Street Condos,Rent,Housing,,300,2023-03-17
Juicy,Food,Meals,,134.91,2023-03-25
Walmart,Groceries,Miscellaneous Food Stores,,52.36,2023-04-23
Tobu,Groceries,Convenience Stores,5422,33.06,2023-04-19
Lyft,Transportation,Public Transportation,,12.4,2023-04-22
Burger King,Food,Restaurant & Dining,,10.35,2023-05-15
Main Street Condos,Rent,Housing,,300,2023-03-30
Uber,Transportation,Taxi Cabs,,16.83,2023-04-07
MNO Gas,Utilities,Utilities,,134.68,2023-03-12
Subway,Food,Restaurant & Dining,,45.59,2023-05-01
Seven Eleven,Groceries,Miscellaneous Food Stores,,47.1,2023-04-28
CVS,Health,Pharmaceuticals,5912,117.96,2023-05-13
Zara,Clothes,Apparel,,222.78,2023-03-15
Lyft,Transportation,Taxi Cabs,,10.54,2023-04-20
Uptown Rentals,Rent,Housing,6513,300,2023-03-18
PQR Internet,Utilities,Utilities,,139.48,2023-03-30
Regal Cinemas,Entertainment,Tourist Attractions,,94.94,2023-05-02
Target,Clothes,Clothing & Shoes,,51.26,2023-05-04
CVS,Health,Health,,65.28,2023-03-01
Lyft,Transportation,Public Transportation,4624,11.35,2023-03-10
ABC Apartments,Rent,Housing,6513,300,2023-03-09
Nike,Clothes,Apparel,5685,60.71,2023-05-01
XYZ Electricity,Utilities,Utilities,,54.17,2023-03-02
PQR Internet,Utilities,Utilities,,117.41,2023-03-17
Hilo,Groceries,Specialty Food Markets,,45.53,2023-04-20
Target,Clothes,Accessories,5645,255.31,2023-05-02
CVS,Health,Pharmaceuticals,,355.41,2023-03-14
Puma,Clothes,Accessories,,65.46,2023-03-11
Subway,Food,Fast Food Restaurants,,83.85,2023-03-15
Museum of History,Entertainment,Theaters,,64.92,2023-03-06
Disney Land,Entertainment,Theaters,7998,57.28,2023-03-07
Juicy,Food,Meals,,51.63,2023-04-20
KFC,Food,Restaurant & Dining,5814,62.82,2023-03-16
ABC Apartments,Rent,Housing,,300,2023-04-26
Dentist,MISC,Wholesale Clubs,,0,2023-04-16
CVS,Health,Pharmaceuticals,,168.41,2023-03-04
Nike,Clothes,Commercial Footwear,,126.74,2023-04-19
Tobu Aquarium,Entertainment,Tourist Attractions,,16.67,2023-05-08
Trader joe's,Groceries,Markets,,80.5,2023-03-22
Cabbie,Transportation,Public Transportation,,12.23,2023-04-16
Starbucks,Food,Bars,,8.29,2023-03-17
Target,Clothes,Apparel,,209.56,2023-04-01
eBay,MISC,Variety Stores,,0,2023-03-17
Lyft,Transportation,Taxi Cabs,,11.31,2023-05-05
PQR Internet,Utilities,Utilities,4882,92.72,2023-04-22
Museum of History,Entertainment,Exhibits,,80.34,2023-04-26
Disney Land,Entertainment,Theaters,,117.88,2023-04-03
Main Street Condos,Rent,Housing,,300,2023-03-25
Amazon,Health,Health,,359.66,2023-05-05
Walmart,Electronics,Gaming,,1599.95,2023-04-25
Burger King,Food,Fast Food Restaurants,5813,81.88,2023-04-24
Bed Bath & Beyond,MISC,Variety Stores,,0,2023-04-08
Family Mart,Groceries,Specialty Food Markets,,90.71,2023-04-28
Megamart,Groceries,Markets,,121.32,2023-05-14
XYZ Housing,Rent,Housing,,300,2023-04-06
eBay,MISC,Miscellaneous,,0,2023-05-10
Walmart,Groceries,Supermarkets,,141.27,2023-04-08
Trader joe's,Groceries,Specialty Food Markets,,41.01,2023-04-20
Zara,Clothes,Apparel,,258.38,2023-03-28
CVS,Health,Pharmaceuticals,5912,476.59,2023-04-05
Tobu Aquarium,Entertainment,Motion Picture Theaters,,116.79,2023-04-29
Yellow Cab,Transportation,Public Transportation,,10.13,2023-03-30
Sony,Electronics,Electronics,5734,1226.81,2023-04-05
Target,Clothes,Commercial Footwear,5612,155.64,2023-03-26
Amazon,Groceries,Miscellaneous Food Stores,,128.94,2023-03-18
ABC Water,Utilities,Utilities,,91.97,2023-03-16
Sony,Electronics,Computer Software Stores,,868.06,2023-03-26
Amazon,Health,Health,5912,440.38,2023-03-15
Main Street Condos,Rent,Housing,6513,300,2023-04-06
PQR Internet,Utilities,Utilities,,161.39,2023-03-30
GU,Clothes,Clothing & Shoes,5667,51.27,2023-03-06
Amazon,Clothes,Men's Clothing,,110.69,2023-05-03
XYZ Housing,Rent,Housing,,300,2023-03-20
McDonalds,Food,Bars,,33.54,2023-03-17
Hilo,Groceries,Miscellaneous Food Stores,,119.17,2023-04-10
Adidas,Clothes,Commercial Footwear,,256.08,2023-03-06
Target,Electronics,Computer Software Stores,5723,781.2,2023-03-28
ABC Apartments,Rent,Housing,,300,2023-05-15
Puma,Clothes,Apparel,,116.57,2023-03-29
Aliexpress,MISC,Department Stores,,0,2023-04-03
Puma,Clothes,Clothing & Shoes,,295.61,2023-03-22
XYZ Electricity,Utilities,Utilities,4938,145.28,2023-05-04
Nintendo,Electronics,Computer Software Stores,,1253.71,2023-04-27
Aliexpress,Electronics,Mobile Accessories,,1752.77,2023-04-05
TGI Fridays,Food,Restaurant & Dining,,128.35,2023-04-18
Walmart,Clothes,Apparel,,122.64,2023-04-28
Amazon,Health,Pharmaceuticals,,160.82,2023-03-23
MNO Gas,Utilities,Utilities,,132.5,2023-03-14
Tobu Zoo,Entertainment,Carnival,7996,17.25,2023-04-15
Walmart,Health,Drug Stores,,325.55,2023-04-25
Yellow Cab,Transportation,Public Transportation,4569,17.62,2023-05-06
McDonalds,Food,Restaurant & Dining,,39.67,2023-04-02
ABC Water,Utilities,Utilities,,170.35,2023-04-16
Best Buy,Electronics,Gaming,,354.74,2023-04-29
Tasty's,Food,Restaurant & Dining,,106.4,2023-03-19
Walmart,Health,Pharmaceuticals,,14.71,2023-05-11
Walmart,Clothes,Clothing & Shoes,,65.79,2023-05-03
Macy's,Clothes,Apparel,,89.04,2023-05-08
Target,Food,Meals,,95.38,2023-05-09
Carib,Entertainment,Fair,7996,29.37,2023-03-18
Nintendo,Electronics,Electronics,,1129.31,2023-04-25
Walmart,Health,Drug Stores,,75.15,2023-04-04
H&M,Clothes,Apparel,5623,235.2,2023-05-05
Tobu Aquarium,Entertainment,Motion Pictures,,47.2,2023-03-18
Uptown Rentals,Rent,Housing,,300,2023-04-30
Target,Clothes,Apparel,,186.05,2023-03-17
Uniqlo,Clothes,Men's Clothing,,140.08,2023-03-25
Walmart,Clothes,Accessories,,60.81,2023-05-11
Megamart,Groceries,Convenience Stores,,104.3,2023-05-15
Tasty's,Food,Meals,,48.96,2023-05-09
Holiday Inn,MISC,Variety Stores,,0,2023-03-07
Walmart,Health,Pharmaceuticals,,325.97,2023-03-17
Juicy,Food,Fast Food Restaurants,,27.2,2023-03-01
City Bus,Transportation,Public Transportation,,10.12,2023-03-12
Hilo,Groceries,Markets,,45.16,2023-03-30
CVS,Health,Pharmaceuticals,,389.71,2023-03-09
Sony,Electronics,Computer Software Stores,,1435.26,2023-05-08
Ikea,MISC,Variety Stores,,0,2023-05-10
CVS,Health,Drug Stores,,339.15,2023-03-18
Uber,Transportation,Bus Lines,,12.06,2023-03-08
Aliexpress,MISC,Variety Stores,6308,0,2023-04-03
Nintendo,Electronics,Gaming,,1168.99,2023-04-09
AMC Theaters,Entertainment,Theaters,,117.64,2023-03-26
Cabbie,Transportation,Local Transit,,11.24,2023-04-20
Main Street Condos,Rent,Housing,,300,2023-03-07
Regal Cinemas,Entertainment,Motion Pictures,7996,67.22,2023-04-23
ABC Apartments,Rent,Housing,6513,300,2023-04-23
Macy's,Clothes,Accessories,,211.1,2023-03-03
Yellow Cab,Transportation,Bus Lines,4153,10.06,2023-04-12
City Bus,Transportation,Local Transit,4568,11.61,2023-03-16
Lyft,Transportation,Bus Lines,,18.78,2023-03-24
Disney Land,Entertainment,Motion Picture Theaters,,84.3,2023-03-15
Seven Eleven,Groceries,Supermarkets,,113.22,2023-05-02
Holiday Inn,MISC,Stationery Goods,,0,2023-05-10
Nintendo,Electronics,Electronics,,213.05,2023-03-14
Target,Groceries,Convenience Stores,,100.28,2023-05-04
KFC,Food,Bars,,137.01,2023-03-28
Cabbie,Transportation,Local Transit,,17.53,2023-03-04
eBay,MISC,Stationery Goods,,0,2023-04-11
ABC Apartments,Rent,Housing,,300,2023-03-08
PQR Internet,Utilities,Utilities,,64.76,2023-03-16
Yellow Cab,Transportation,Bus Lines,4490,14.06,2023-03-07
Target,Groceries,Miscellaneous Food Stores,,147.26,2023-04-11
Walmart,Health,Drug Stores,,60.36,2023-03-04
ABC Water,Utilities,Utilities,,191.81,2023-03-31
Juicy,Food,Fast Food Restaurants,,87.79,2023-03-18
Main Street Condos,Rent,Housing,,300,2023-03-16
Dollar General,Groceries,Specialty Food Markets,,117.69,2023-05-02
Hilo,Groceries,Convenience Stores,,141.61,2023-03-20
Carib,Entertainment,Tourist Attractions,,24.05,2023-04-28
Amazon,Health,Pharmaceuticals,,309.41,2023-03-17
Tobu,Groceries,Miscellaneous Food Stores,,38.25,2023-05-11
MNO Gas,Utilities,Utilities,,149.15,2023-04-07
XYZ Housing,Rent,Housing,,300,2023-04-20
Family Mart,Groceries,Miscellaneous Food Stores,5441,41.44,2023-03-27
XYZ Housing,Rent,Housing,6513,300,2023-03-11
XYZ Housing,Rent,Housing,,300,2023-04-08
Amazon,Health,Pharmaceuticals,,79.37,2023-03-05
H&M,Clothes,Apparel,,134.39,2023-03-13
ABC Apartments,Rent,Housing,,300,2023-03-16
Best Buy,Electronics,Gaming,,688.38,2023-03-12
Starbucks,Food,Restaurant & Dining,,80.37,2023-04-10
Uber,Transportation,Taxi Cabs,,14.35,2023-03-16
Panasonic,Electronics,Electronics,5723,1084.33,2023-04-10
Disney Land,Entertainment,Carnival,,108.75,2023-05-13
Museum of History,Entertainment,Carnival,,38.36,2023-04-28
Hilo,Groceries,Supermarkets,,7.2,2023-03-02
PQR Internet,Utilities,Utilities,,132.31,2023-05-13
Amazon,Clothes,Clothing & Shoes,,92.71,2023-04-12
Samsung,Electronics,Electronics,,1376.05,2023-03-23
Zara,Clothes,Apparel,,260.57,2023-03-05
Walmart,Electronics,Electronics,,86.37,2023-04-22
Amazon,Health,Pharmaceuticals,,154.47,2023-04-18
Target,MISC,Miscellaneous,5861,0,2023-04-12
Megamart,Groceries,Specialty Food Markets,,55.82,2023-04-30
PQR Internet,Utilities,Utilities,,150.6,2023-03-03
PQR Internet,Utilities,Utilities,,148.71,2023-05-15
Disney Land,Entertainment,Motion Picture Theaters,,45.18,2023-05-03
JUTC,Transportation,Bus Lines,,5.79,2023-03-26
Starbucks,Food,Fast Food Restaurants,,118.74,2023-04-19
Juicy,Food,Restaurant & Dining,,61.71,2023-04-04
Aliexpress,Clothes,Accessories,,104.95,2023-03-23
PQR Internet,Utilities,Utilities,,157.83,2023-05-08
City Bus,Transportation,Local Transit,4206,8.03,2023-04-14
Regal Cinemas,Entertainment,Motion Picture Theaters,7996,44.83,2023-03-03
Dollar General,Groceries,Supermarkets,,115.06,2023-03-01
Juicy,Food,Dining,,25.59,2023-04-17
Target,Groceries,Specialty Food Markets,,70.26,2023-05-13
TGI Fridays,Food,Dining,5812,74.36,2023-03-21
Lyft,Transportation,Local Transit,,5.41,2023-03-20
Dollar General,Groceries,Markets,,142.23,2023-05-12
Uptown Rentals,Rent,Housing,,300,2023-03-12
Dollar General,Groceries,Convenience Stores,,133.25,2023-04-04
ABC Water,Utilities,Utilities,,68.0,2023-05-08
Megamart,Groceries,Convenience Stores,,52.44,2023-05-14
Puma,Clothes,Men's Clothing,,112.28,2023-04-20
City Bus,Transportation,Bus Lines,,10.55,2023-04-08
Regal Cinemas,Entertainment,Exhibits,,89.39,2023-05-05
Main Street Condos,Rent,Housing,,300,2023-03-18
TGI Fridays,Food,Restaurant & Dining,,94.99,2023-03-08
CVS,Health,Pharmaceuticals,,404.08,2023-04-22
CVS,Health,Drug Stores,,485.06,2023-05-15
MNO Gas,Utilities,Utilities,,134.37,2023-03-15
MNO Gas,Utilities,Utilities,,73.37,2023-04-08
AMC Theaters,Entertainment,Carnival,,117.16,2023-03-22
Megamart,Groceries,Convenience Stores,5441,30.02,2023-03-20
City Hospital,MISC,Department Stores,,0,2023-04-09
ABC Water,Utilities,Utilities,,146.09,2023-04-24
ABC Water,Utilities,Utilities,,62.22,2023-04-02
Walmart,Health,Pharmaceuticals,,161.72,2023-03-02
Amazon,Health,Drug Stores,,185.4,2023-04-18
PQR Internet,Utilities,Utilities,,119.65,2023-04-30
Samsung,Electronics,Mobile Accessories,,1586.48,2023-03-08
Walmart,Food,Fast Food Restaurants,,69.85,2023-04-16
Target,Food,Restaurant & Dining,,84.56,2023-04-05
Best Buy,Electronics,Electronics,,246.46,2023-03-15
Aliexpress,MISC,Stationery Goods,,0,2023-03-22
Tasty's,Food,Fast Food Restaurants,,38.5,2023-05-15
Gyomu Supermarket,Groceries,Supermarkets,,70.55,2023-04-15
CVS,Health,Health,5912,411.54,2023-03-16
Bed Bath & Beyond,MISC,Variety Stores,,0,2023-03-09
Dentist,MISC,Miscellaneous,5777,0,2023-05-01
Cabbie,Transportation,Local Transit,,17.43,2023-04-14
Best Buy,Electronics,Mobile Accessories,,91.02,2023-04-19
Tobu,Groceries,Specialty Food Markets,5422,25.79,2023-03-27
Main Street Condos,Rent,Housing,,300,2023-04-25
Uber,Transportation,Bus Lines,,7.02,2023-04-08
Walmart,Clothes,Apparel,,20.02,2023-04-25
Starbucks,Food,Restaurant & Dining,,104.36,2023-03-28
Juicy,Food,Fast Food Restaurants,,116.91,2023-03-03
ABC Apartments,Rent,Housing,,300,2023-05-09
KFC,Food,Meals,,64.54,2023-03-31
Panasonic,Electronics,Gaming,,281.73,2023-05-10
Uniqlo,Clothes,Accessories,5698,230.29,2023-03-16
Amazon,Health,Health,,52.55,2023-03-06
Main Street Condos,Rent,Housing,,300,2023-03-15
Uber,Transportation,Public Transportation,,19.33,2023-04-09
Museum of History,Entertainment,Motion Pictures,7996,98.71,2023-04-01
Macy's,Clothes,Accessories,,234.01,2023-04-14
XYZ Electricity,Utilities,Utilities,,158.86,2023-04-17
XYZ Electricity,Utilities,Utilities,4855,102.67,2023-05-05
Tobu Aquarium,Entertainment,Motion Picture Theaters,,31.2,2023-03-13
Holiday Inn,MISC,Wholesale Clubs,6612,0,2023-04-09
PQR Internet,Utilities,Utilities,,145.43,2023-04-13
Main Street Condos,Rent,Housing,,300,2023-04-12
Best Buy,Electronics,Electronics,,1895.35,2023-03-03
Main Street Condos,Rent,Housing,,300,2023-03-21
Dollar General,Groceries,Specialty Food Markets,,26.64,2023-04-19
TGI Fridays,Food,Dining,,9.95,2023-04-05
Main Street Condos,Rent,Housing,,300,2023-05-05
MNO Gas,Utilities,Utilities,,65.65,2023-03-10
Hilo,Groceries,Convenience Stores,5422,125.3,2023-05-04
Amazon,Groceries,Supermarkets,,144.06,2023-03-26
Walmart,Health,Pharmaceuticals,,352.11,2023-03-02
eBay,MISC,Department Stores,7104,0,2023-04-23
Holiday Inn,MISC,Variety Stores,,0,2023-03-16
McDonalds,Food,Restaurant & Dining,,141.64,2023-05-09
Subway,Food,Meals,,117.27,2023-03-01
PQR Internet,Utilities,Utilities,,123.95,2023-05-04
Tasty's,Food,Meals,,108.07,2023-03-14
Museum of History,Entertainment,Theaters,7998,29.14,2023-04-10
Disney Land,Entertainment,Theaters,,105.73,2023-04-23
Target,Electronics,Gaming,,996.79,2023-03-14
Family Mart,Groceries,Supermarkets,,33.4,2023-03-29
Macy's,Clothes,Clothing & Shoes,,298.87,2023-04-27
Carib,Entertainment,Theaters,,73.04,2023-04-06
Gap,Clothes,Accessories,,154.4,2023-04-02
Amazon,Clothes,Men's Clothing,,267.65,2023-05-01
Office Depot,MISC,Miscellaneous,,0,2023-05-08
XYZ Electricity,Utilities,Utilities,,182.13,2023-03-24
MNO Gas,Utilities,Utilities,,106.91,2023-03-08
Yellow Cab,Transportation,Taxi Cabs,4760,10.21,2023-05-04
Uptown Rentals,Rent,Housing,,300,2023-05-14
TGI Fridays,Food,Meals,,18.84,2023-04-18
Megamart,Groceries,Markets,,23.85,2023-03-25
Yellow Cab,Transportation,Local Transit,,6.67,2023-05-12
eBay,MISC,Variety Stores,,0,2023-03-04
Tobu Aquarium,Entertainment,Motion Picture Theaters,7832,33.41,2023-03-08
Yellow Cab,Transportation,Public Transportation,4531,11.97,2023-03-22
Trader joe's,Groceries,Specialty Food Markets,,29.55,2023-03-04
Nintendo,Electronics,Gaming,,584.9,2023-03-28
Holiday Inn,MISC,Stationery Goods,,0,2023-03-12
ABC Water,Utilities,Utilities,4981,127.07,2023-03-15
Carib,Entertainment,Tourist Attractions,7998,46.47,2023-05-14
Walmart,Clothes,Men's Clothing,,130.37,2023-05-12
Amazon,Health,Drug Stores,,216.84,2023-03-11
GU,Clothes,Accessories,,194.72,2023-03-14
Starbucks,Food,Bars,,145.87,2023-03-22
Costco,MISC,Miscellaneous,,0,2023-03-16
Tobu,Groceries,Supermarkets,,42.71,2023-03-19
Cabbie,Transportation,Public Transportation,,5.76,2023-04-27
Sony,Electronics,Gaming,,602.69,2023-05-02
Target,Electronics,Computer Software Stores,,142.05,2023-04-14
Uptown Rentals,Rent,Housing,,300,2023-03-23
XYZ Housing,Rent,Housing,,300,2023-03-10
MNO Gas,Utilities,Utilities,,79.17,2023-03-04
eBay,MISC,Miscellaneous,,0,2023-05-12
KFC,Food,Fast Food Restaurants,,90.94,2023-03-16
XYZ Electricity,Utilities,Utilities,4955,86.5,2023-05-11
XYZ Housing,Rent,Housing,,300,2023-04-06
Walmart,Food,Fast Food Restaurants,5813,75.18,2023-03-07
Target,MISC,Department Stores,,0,2023-03-23
Amazon,Electronics,Electronics,,1025.76,2023-03-19
PQR Internet,Utilities,Utilities,,118.52,2023-04-02
Walmart,Food,Bars,,96.7,2023-04-20
JUTC,Transportation,Bus Lines,,5.47,2023-04-05
Regal Cinemas,Entertainment,Motion Picture Theaters,7996,84.97,2023-03-18
Sony,Electronics,Gaming,,860.75,2023-03-06
Main Street Condos,Rent,Housing,6513,300,2023-04-08
Nintendo,Electronics,Mobile Accessories,,50.68,2023-05-03
CVS,Health,Health,,228.05,2023-05-08
ABC Water,Utilities,Utilities,4890,159.13,2023-05-11
Walmart,Health,Drug Stores,5912,444.44,2023-04-03
XYZ Housing,Rent,Housing,,300,2023-03-18
Uptown Rentals,Rent,Housing,,300,2023-04-11
Main Street Condos,Rent,Housing,,300,2023-03-27
Walmart,Clothes,Accessories,5623,112.63,2023-05-10
Mo's Motel,MISC,Variety Stores,,0,2023-04-12
Yellow Cab,Transportation,Taxi Cabs,,9.85,2023-04-02
Samsung,Electronics,Computer Software Stores,5730,1755.97,2023-03-22
Tobu Zoo,Entertainment,Motion Pictures,,83.11,2023-05-01
ABC Water,Utilities,Utilities,,56.91,2023-03-16
Megamart,Groceries,Supermarkets,,77.57,2023-03-08
Best Buy,Electronics,Electronics,5727,1488.91,2023-03-03
Costco,MISC,Miscellaneous,,0,2023-03-30
Walmart,Health,Drug Stores,5912,420.72,2023-04-20
Tasty's,Food,Meals,,23.62,2023-03-31
Puma,Clothes,Clothing & Shoes,,135.56,2023-05-07
Tasty's,Food,Bars,,16.88,2023-05-14
Lyft,Transportation,Taxi Cabs,,17.54,2023-03-22
XYZ Electricity,Utilities,Utilities,,165.82,2023-04-19
XYZ Housing,Rent,Housing,,300,2023-03-15
Aliexpress,Electronics,Electronics,,1973.27,2023-05-15
Target,Electronics,Mobile Accessories,,914.23,2023-03-20
PQR Internet,Utilities,Utilities,,188.45,2023-04-17
XYZ Housing,Rent,Housing,,300,2023-03-18
Tobu,Groceries,Miscellaneous Food Stores,,100.65,2023-04-06
Aliexpress,Electronics,Computer Software Stores,5735,1600.23,2023-03-05
Tobu Zoo,Entertainment,Amusement/Theme Parks,,103.19,2023-03-11
Donquiote,Clothes,Accessories,,216.53,2023-04-03
ABC Water,Utilities,Utilities,,189.47,2023-04-10
Walmart,Health,Pharmaceuticals,,43.48,2023-05-02
Walmart,Groceries,Convenience Stores,,125.04,2023-03-01
CVS,Health,Drug Stores,,219.5,2023-04-16
Walmart,Health,Drug Stores,,243.79,2023-05-13
MNO Gas,Utilities,Utilities,,92.8,2023-03-19
Tobu Zoo,Entertainment,Motion Picture Theaters,,73.57,2023-04-02
Uber,Transportation,Local Transit,4556,17.54,2023-04-30
Amazon,Clothes,Clothing & Shoes,5610,196.97,2023-03-04
Yellow Cab,Transportation,Public Transportation,4577,9.65,2023-03-10
CVS,Health,Pharmaceuticals,,144.03,2023-04-16
Starbucks,Food,Dining,,7.37,2023-03-12
Samsung,Electronics,Computer Software Stores,,218.7,2023-04-10
XYZ Electricity,Utilities,Utilities,4985,165.61,2023-04-07
Walmart,Electronics,Electronics,,778.48,2023-03-16
Tobu,Groceries,Specialty Food Markets,,107.12,2023-04-18
Amazon,MISC,Stationery Goods,,0,2023-04-07
Uniqlo,Clothes,Accessories,,151.03,2023-04-24
Target,Electronics,Computer Software Stores,,1835.6,2023-05-11
Tobu Aquarium,Entertainment,Tourist Attractions,7998,40.49,2023-04-16
Walmart,Health,Health,,221.43,2023-04-26
XYZ Electricity,Utilities,Utilities,4913,122.35,2023-03-21
Main Street Condos,Rent,Housing,,300,2023-04-02
Six Flags,Entertainment,Carnival,,87.52,2023-04-20
MNO Gas,Utilities,Utilities,,93.93,2023-03-20
Juicy,Food,Fast Food Restaurants,,24.71,2023-04-18
Main Street Condos,Rent,Housing,,300,2023-04-15
Megamart,Groceries,Supermarkets,,104.83,2023-03-09
CVS,Health,Drug Stores,,148.11,2023-04-20
Disney Land,Entertainment,Tourist Attractions,,48.65,2023-03-25
Subway,Food,Bars,,54.59,2023-03-21
Walmart,Health,Health,,423.54,2023-03-07
Lyft,Transportation,Public Transportation,,16.66,2023-03-15
Cabbie,Transportation,Public Transportation,,16.41,2023-03-01
Panasonic,Electronics,Mobile Accessories,5730,1777.95,2023-05-06
Main Street Condos,Rent,Housing,,300,2023-05-05
Walmart,MISC,Miscellaneous,5973,0,2023-04-18
City Bus,Transportation,Bus Lines,,6.83,2023-03-20
Zara,Clothes,Men's Clothing,5675,245.84,2023-03-17
Best Buy,Electronics,Mobile Accessories,,430.92,2023-03-19
Costco,MISC,Stationery Goods,,0,2023-04-18
Main Street Condos,Rent,Housing,,300,2023-04-02
Apple Store,Electronics,Mobile Accessories,,999.72,2023-04-14
JUTC,Transportation,Public Transportation,,16.71,2023-04-06
Tasty's,Food,Restaurant & Dining,,91.67,2023-03-30
Tobu Aquarium,Entertainment,Carnival,,110.4,2023-03-13
Walmart,Food,Restaurant & Dining,5813,80.97,2023-03-07
Target,Electronics,Mobile Accessories,5722,1363.35,2023-03-06
CVS,Health,Health,,235.0,2023-04-26
XYZ Housing,Rent,Housing,,300,2023-03-02
Burger King,Food,Meals,5814,131.77,2023-03-10
Walmart,Groceries,Specialty Food Markets,,20.13,2023-03-28
Tasty's,Food,Fast Food Restaurants,5814,16.16,2023-04-08
Aliexpress,MISC,Variety Stores,,0,2023-03-16
Puma,Clothes,Accessories,5656,234.06,2023-04-17
KFC,Food,Fast Food Restaurants,5812,98.12,2023-04-05
Seven Eleven,Groceries,Specialty Food Markets,5499,111.74,2023-05-06
PQR Internet,Utilities,Utilities,,139.17,2023-03-30
Uptown Rentals,Rent,Housing,6513,300,2023-03-21
Disney Land,Entertainment,Fair,,59.52,2023-03-05
MNO Gas,Utilities,Utilities,,139.45,2023-04-01
Subway,Food,Restaurant & Dining,,8.18,2023-05-02
GU,Clothes,Clothing & Shoes,,176.7,2023-04-28
H&M,Clothes,Clothing & Shoes,,103.04,2023-04-08
